Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Line
0.8402,0.222,0.0,0.778,ment through either expanding the availability of development assistance or boosting climate -related investment directly ; ( e ) encourage developing countries to take advantage of available modalities and to advance in -country efforts to strengthen institutional capa cities for climate change pro
0.6705,0.105,0.0,0.895,"nd adapting to its i mpacts and contributing to the achievement of the objective of the convention , while taking into account the needs of developing countries ; 3. further welcomes the progress under the green climate fund in 2022 , including in relation to actions taken by the bo ard in response"
0.8126,0.198,0.0,0.802,"amount approved by the board to usd 11.3 billion to support implementation of 209 adaptation and mitigat ion projects and programmes in 128 developing countries ; ( b ) the increase in the number of entities accredited by the board , which brings the total number of accredited entities to 114 , of w"
0.875,0.229,0.0,0.771,l capacities ; 8. underscores the importance of the green climate fund ’ s role in supporting the implementation of actions associated with developing countries ’ adaptation priorities and urges the board to improve technical and capacity -building support for the development of projects and program
0.9313,0.301,0.0,0.699,tion ; 3 9. requests the board to continue to enhance support for the formulation and implementation of national adaptation plans to enable developing countries to take effective adaptation action ; 10. welcomes the continued support of the board under the readiness and preparator y support programm
0.8807,0.219,0.0,0.781,gramme for enhancing support for technology development and transfer and capacity -building and encourages the board to continue to support developing countries in this regard ; 11. also encourages the board to continue work on the request for proposals to establish technology incubators and acceler
0.4404,0.065,0.0,0.935,"regard ; 11. also encourages the board to continue work on the request for proposals to establish technology incubators and accelerators in developing countries ; 12. requests the board to continue to accredit direct access entities , especially national and regional entities and instituti ons , in"
0.0516,0.053,0.049,0.898,"phasizing the need for adaptation as stated in decision 7/cp.20 , paragraph 12 ; 14. requests the board to continue to address the needs of developing countries that are particularly vulne rable to the adverse effects of climate change ; 15. invites the board to enhance support for the least develop"
0.5859,0.105,0.0,0.895,"s of climate change ; 15. invites the board to enhance support for the least developed countries , small island developing states and other developing countries in developing project pipelines and proposals , as well as for adaptation a ctions associated with the priorities in their national adaptat"
0.6369,0.12,0.0,0.88,urages the board to continue supporting results -based payments through policy approaches and incentives for enhancing the contributions of developing countries to global mitigati on efforts through the implementation of activities relating to reducing emissions from deforestation and forest degrada
0.1027,0.054,0.045,0.901,"tion and de -risk investments , including by providing early -stage and grant -based financing to the local private sector and start-ups in developing countries ; 2 governing instrument for the green climate fund , paras . 29 –30 . 3 in accordance with decision 1/cp.21 , para . 46 . 4 as referred to"
0.8107,0.169,0.0,0.831,"ies fund and the special climate change fund during the eighth replenishment of the global environment facility so as to effectively assist developing countries ; 10. requests the global environment facility to continue to foster greater diversity of its implementing agencies , building on the compa"
0.6124,0.116,0.0,0.884,of the financial mechanism and strongly encourages the two bodies to continue such collaboration with a view t o enhancing the capacity of developing countries to prepare project proposals and facilitating their access to available funding for technology development and transfer ; 1 fccc/sb/202 2/4
0.6597,0.119,0.0,0.881,"implementation in its next annual report ; 20. also e ncourages the climate technology centre and network to continue providing support to developing countries , on request , including those that have not yet received support for technical assistance from the climate technology centre and network ,"
0.4939,0.074,0.0,0.926,"network , including by mobilizing private sector entities and network members , with a view to building and strengthening the cap acity of developing countries to assess their technology needs , develop and implement technology action plans , scale up technical assistance and access available fundi"
0.0,0.0,0.0,1.0,"g gaps and needs related to formulating and implementing national adaptation plans ; 5 9. notes that capacity gaps and needs still exist in developing countries pertaining to the implementation of the convention ; 1 fccc/sbi/2022/14 . 2 fccc/sbi/2022/14 , chap . iii . 3 fccc/sbi/2020/13 , annex i ."
0.0,0.0,0.0,1.0,f environmental - economic accounting ) ; ( c ) establish capacity -building partnerships and networks for increasing the representation of developing countries in the use and development of impact assessment tools and methods for assessing the impacts of the implementation of response measures ; (
0.4404,0.066,0.0,0.934,"2022 global climate observing system implementation plan ; 3. emphasizes the need to address systematic observation gaps , particularly in developing countries and for ocean , mountain , desert and polar regio ns and the cryosphere in order to improve understanding of climate change , climate -rela"
0.6124,0.111,0.0,0.889,"ommitment undertaken by developed country parties to a goal of mobilizing jointly usd 1 00 billion annually by 2020 to address the needs of developing countries in the context of meaningful mitigation actions and transparency on implementation , noting that biennial high -level ministerial dialogues"
0.4019,0.072,0.0,0.928,"rties under article 7 , paragraph 3 ( ac/leg ; sbsta/sbi ) ( f ) methodologies to facilitate the mobilization of support for ada ptation in developing countries ( ac/leg , in collaboration with scf ; sbsta/sbi ) ( g ) methodologies on reviewing the adequacy and effectiveness of adaptation and suppor"
-0.9272,0.0,0.31,0.69,"integrate into their work efforts to avert , minimize and address loss and damage associated with the adverse effects of climate change in developing countries that are particularly vulnerable to the adverse effects of climate change , vulnerable populations and the ecosystems that they depend on ;"
-0.7529,0.066,0.172,0.761,", urgent and emerging needs related to extreme weather events and slow onset events , including but not limited to drought and flood s , in developing countries that are particularly vulnerable to the adverse effects of climate change , vulnerable populations and the ecosystems that they depend on ;"
0.4019,0.055,0.0,0.945,"tion actions and transpa rency on implementation , to a goal of mobilizing jointly usd 100 billion per year by 2020 to address the needs of developing countries , in accordance with decision 1/cp.16 , and urges developed country parties to continue to scale up mobilized climate finan ce towards this"
0.8225,0.179,0.0,0.821,nd ; 8. confirms that the green climate fund will finance agreed full and agreed incremental costs to enable and support enhanced action by developing countries to tackle climate change in line with the relevant provisions in the governing instrument of the green climate fund ; 9. welcomes the launc
0.0,0.0,0.0,1.0,"ce of the existing allocation for climate change , requests the global environment facility to further consider the needs and priorities of developing countries in the allocation for the climate change focal area in its seventh replenishment period ; 7. requests the global environment facility to co"
0.875,0.224,0.0,0.776,s for developed country parties and the ica process for developing country parties 2 400 295 21 supporting the work of the cge in assisting developing countries with the implementation of the mrv/transparency frameworks 3 018 050 infrastructure support to implementation 22 connecting stakeholders 39
0.2263,0.06,0.041,0.899,tional adaptation plans to reduce vulnerability to the impacts of climate change by building adaptive capacity and increasing resilience in developing countries and recognizing the role of the process to formulate and implement national adaptation plans in making progress towards the global goal on
0.6124,0.109,0.0,0.891,"rt group to accelerate the for mulation and implementation of national adaptation plans in the least developed countries and inviting other developing countries to take part in this initiative , recognizing the continued support of the adaptation committee , the least developed countries expert grou"
0.6249,0.106,0.0,0.894,"e to prepare a report in 2022 on progress towards achieving the goal of mobilizing jointly usd 100 billion per year to address the needs of developing countries in the context of meaningful mitigation actions and transparency on implementation , taking into account the climate finance delivery plan"
0.3182,0.051,0.0,0.949,the annual average reported for 2015– 2016 ; the annual aver age of climate finance from multilateral development banks ’ own resources to developing countries and emerging economies ( usd 36.6 bill ion ) represents a 50 per cent increase since 2015 –2016 ; and unfccc funds and multilateral climate
0.4215,0.103,0.042,0.855,ries and all regions as a result of limited availability of information and acknowledges that financial and technical support will enhance developing countries ’ abilities to updat e the reporting of qualitative and quantitative information and data on their needs ; 15. expresses its concern that t
0.0,0.0,0.0,1.0,"cations for international efforts to address climate change . the fourth ba includes an overview of climate finance flows from developed to developing countries , 3 and available information on domestic climate finance , cooperation among developing countries and other climate -related flows that co"
0.0,0.0,0.0,1.0,"climate finance flows from developed to developing countries , 3 and available information on domestic climate finance , cooperation among developing countries and other climate -related flows that constitute global climate finance . it assesses the key featu res of climate finance flows , includin"
0.6059,0.117,0.0,0.883,"d ) . 3 for the purpose of the overview of climate finance in the ba , various data sources are used to illustrate flows from developed to developing countries , without prejudice to the meaning of those terms in the context of the convention and the paris agreement , including but not limited to a"
0.0,0.0,0.0,1.0,"inance flows , with the issuance of green sovereign bonds incentivizing the establishment of regular tracking systems in both developed and developing countries , building on previous work through cpeir s. thirteen countries have established tracking systems for national budgets , with a further fiv"
0.7096,0.114,0.0,0.886,"tion of the ba and the overall transparency and effectiveness of the unfccc process by highlighting the link between the level of action of developing countries and the level of support provided and , ultimately , the achievement of t he objectives of the convention and the paris agreement . in this"
0.5994,0.1,0.0,0.9,"ows in 2015– 2018 by sector , and figure 2 provides an overview of global climate finance and finance flows in 2017– 2018 from developed to developing countries . figure 1 global climate finance flows in 2015– 2018 ( billions of united states dollars ) 23. continued decreases in renewable energy tec"
0.8126,0.187,0.0,0.813,"ble , the data have been integrated in the time series retroactively to allow for trend comparisons . 25. climate finance from developed to developing countries increased through various channels . total public financial support reported by annex ii parties in their brs submitted ( as at october 202"
-0.34,0.04,0.093,0.867,8 billion to 28.0 billion in 2018 . 29. the uncertainty of the data on the geographic sources and destinations of private finance f lows to developing countries remains significant . oecd estimates that private climate finance mobilized by developed countries through bilateral and multilateral chann
-0.2732,0.081,0.106,0.813,"have increased , but data availability and coverage remain limited . while data availability and coverage of climate finance flows between developing countries remain limited , it is a growing area of global climate finance flows . several countries voluntarily report to standardized reporting syst"
0.3182,0.047,0.0,0.953,"ystems such as oecd dac . up to 20 development finance institutions that are idfc members are based in non-oecd countries , and mdbs led by developing countries such as the asian infrastructure develo pment bank and the new development bank continue to increase finance flows . estimates of south –so"
0.7845,0.184,0.0,0.816,"ncessional climate finance , including bilateral flows , multilateral climate funds and funds from mdbs , point to increasing flows towards developing countries from multilateral sources , while bilateral climate finance flows hav e stagnated . 33. support for mitigation remains greater than support"
0.5859,0.165,0.069,0.766,", special climate change fund and united nations collaborative programme on reducing emissions from deforestation and forest degradation in developing countries . c bilateral climate finance data are sourced from annex ii parties ’ brs ( that further inclu de regional and other channels ) for the an"
0.2247,0.04,0.0,0.96,"017 –2018 , there continued to be a push to diversify modalities of access to climate finance . in a 2019 survey of 105 respondents from 45 developing countries , 73 per cent identified finance from multilateral climate funds as the most challenging source of finance to access compared with private"
0.34,0.058,0.0,0.942,"finance ( 62 per cent ) , mdbs and development finance institutions ( 30 per cent ) and bilateral sources ( 17 per cent ) . institutions in developing countries are increasingly able to meet fiduciary and environmental and social safeguards requirements for accessing funds . d ata show a continued i"
0.3182,0.054,0.0,0.946,"ast , relatively few relevant actions by nationa l governments are framed in the context of article 2 , paragraph 1 ( c ) . particularly in developing countries , the ability to access international climate finance in the context of article 9 is mentioned , as is directing domestic finance flows tow"
0.2732,0.081,0.0,0.919,". a number of initiatives relevant to article 2 , paragraph 1 ( c ) , include representation from different regions and both developed and developing countries . for private finance actors , such representation is important , and it reveals how different relative starting points , capacity and skil"
0.8885,0.257,0.071,0.673,"n action with the goals of the paris agreement or into classifications of consistency with those goals , including in supporting vulnerable developing countries at risk of climate impacts in gaining access to capital to support their climate -resilient development , and in supporting the shift of tr"
-0.128,0.0,0.034,0.966,"utting needs ( 50 per cent ) , noting that the costed needs expressed as cross -cutting are largely a reflection of one ndc . although some developing countries provided information on costed needs for mitigation and adaptation by sector and subsector , this information was not provided across all r"
-0.128,0.0,0.032,0.968,accurate overall amount of costed needs by sector and subsector in the first ndr . table 1 overview of sources of reported costed needs of developing countries by typ e of national report submitted to the unfccc costed needs ( usd billion ) report total mitigation adaptation cross- cutting other ac
0.0,0.0,0.0,1.0,"166 ndcs included costed needs , cumulatively amounting to usd 168.2 –168.3 billion , of which almost 60 per cent was in one ndc . ndcs of developing countries from the eastern european region included 282 needs , of which 112 were costed , cumulat ively amounting to usd 9.36 billion . ( ii ) regio"
0.0,0.0,0.0,1.0,"ns of the actual needs across regions . fccc/cp/2021/12/add.1 37 ( b ) insights from qualitative dat a on needs figure 2 needs expressed by developing countries in national reports by theme , region and means of implementation fccc/cp/2021/12/add.1 38 figure 3 needs expressed by developing countries"
0.0,0.0,0.0,1.0,"developing countries in national reports by theme , region and means of implementation fccc/cp/2021/12/add.1 38 figure 3 needs expressed by developing countries in national reports by sector fccc/cp/2021/12/add.1 39 ( i ) thematic distribution 22. overall , needs related to adaptation are mentioned"
0.6597,0.119,0.0,0.881,"mentioned more often than those related to mitigation in all report types except burs and leds , indicating greater attention to supporting developing countries ’ expressed adaptation needs . for example , as shown in figure 2 , ndcs i ncluded 1,991 needs for adaptation and 1,956 for mitigation . ("
0.5859,0.121,0.0,0.879,"ow a significant prevalence of capacity -building and technology development and transfer needs , which may in part be due to the resources developing countries can access to support the identification of t hese needs . the number of capacity - building needs is higher than finance needs and technol"
0.0,0.0,0.0,1.0,"t and sustainable development . 2. information and data from reports by regional and global actors 33. information and data on the needs of developing countries are also available from regional and global reports . for the mitigat ion needs of developing countries , these reports use a mix of climat"
0.0,0.0,0.0,1.0,"nformation and data on the needs of developing countries are also available from regional and global reports . for the mitigat ion needs of developing countries , these reports use a mix of climate economic modelling for scenarios of below 2 °c , ranging from usd 2.4 trillion to usd 4.7 trillion in"
0.4588,0.067,0.0,0.933,"nts representing various sectors and interest groups at both the national and subnational level was noted in the reports of the majority of developing countries . 40. institutional arrangements for needs determ ination vary widely across countries . however , in most countries the ministry responsib"
0.8225,0.231,0.049,0.72,"funds , multilateral development banks and united nations agencies 45. mdbs and united nations agencies play a critical role in supporting developing countries in their needs identification process . in most cases , these agencies use experts during country -driven needs identification consultation"
0.9062,0.264,0.0,0.736,"these agencies use experts during country -driven needs identification consultation forums to provide insights and share data that may help developing countries better identify and report their needs . 46. in other instances , mdbs and united nations agencies provide financial and technical support"
0.802,0.167,0.0,0.833,"ter identify and report their needs . 46. in other instances , mdbs and united nations agencies provide financial and technical support for developing countries in the needs identification process . this support i s used to carry out in- depth sectoral analysis to identify pathways within these sect"
0.6597,0.119,0.0,0.881,"gies and und erlying assumptions used in determining the needs of developing country parties 1. methodologies used at the national level by developing countries in national reports 48. developing country parties identify adaptation and mitigation needs in preparing their national reports , following"
0.4939,0.087,0.0,0.913,sess their needs on the basis of methodologies developed for application at the national or international level . 52. methodologies used by developing countries to determine mitigation needs include both top-down and bottom -up models for the energy and non- energy sectors . bottom -up models are su
-0.7717,0.0,0.204,0.796,"enhouse gas inventory preparation , waste , transport , agriculture , forestry , building and indust ry sectors . 53. methodologies used by developing countries to determine adaptation needs mostly include vulnerability assessments that determine the levels of risk and vulnerability for each sector"
0.4404,0.095,0.0,0.905,"tify finance , technology development and transfer , and capacity -building needs . such reports have provided alternative methodologies to developing countries that have been adapted to national circumstances and contexts and used to determine national needs . d. challenges , opportunities and gaps"
0.9118,0.28,0.0,0.72,"s have been established by various institutions , including united nations agencies and mdbs . these platforms offer a good opportunity for developing countries to share their experience and good practices in the needs identification process . most developing countries are already using these platfo"
0.9287,0.298,0.0,0.702,s offer a good opportunity for developing countries to share their experience and good practices in the needs identification process . most developing countries are already using these platforms to share their experience . 57. several initiatives have been established that can help in the needs iden
0.8834,0.316,0.0,0.684,overlaps ; ( d ) use of case studies to highlight good practices and lessons learned in determining needs . ( b ) challenges experienced by developing countries 61. institutional coordination was highlight ed as a major challenge in the needs determination process . the coordination challenge affect
-0.7184,0.0,0.152,0.848,"g resilience needs , and , in this context , deriving cost estimates for averting , minimizing and addressing loss and damage needs , since developing countries ’ adaptation actions can not always be included in short -term projects , but rather require long- term interventions that are difficult to"
0.7469,0.182,0.061,0.757,"cluded in short -term projects , but rather require long- term interventions that are difficult to estimate in monetary terms . 3. gaps 63. developing countries have taken significant steps to improve their needs determination process but capacity gaps within lead institutions continue to hinder pro"
-0.2263,0.0,0.042,0.958,"evel capacity . 64. limited availability of granular data at the sector and subsector level constitutes one of the major gaps identified by developing countries . as a result , many developing countries provide cost estimates for overall needs rather than disaggregated by theme or sector . 65. the l"
-0.3182,0.0,0.052,0.948,"f granular data at the sector and subsector level constitutes one of the major gaps identified by developing countries . as a result , many developing countries provide cost estimates for overall needs rather than disaggregated by theme or sector . 65. the lack of specialized national institutions t"
0.1027,0.052,0.043,0.905,"of implementation under the convention , such as technology development and transfer , and capacity -building , limits the ability of some developing countries to track needs continuously and identify additional and emerging needs . 66. limited detailed guidance on the structure and content of repo"
0.0,0.0,0.0,1.0,"sdg 13 that relates to taking action to address climate change , and sdg 13 affects all the other sdgs . overall , the needs identified by developing countries touch on all sdgs , with 75 per cent of ndcs having linkages to sdgs 2 , 6 , 7 , 8 , 9 , 11 , 12 , 13 , 15 and 17 . 70. in their national r"
0.5423,0.103,0.0,0.897,ties in identifying and costing needs ; ( f ) invite the operating entities of the financial mechanism to revise templates and guidance for developing countries when supporting their processes in identifying their needs with a view to enhancing availability of granular information on qualitative and
0.4019,0.065,0.0,0.935,"agencies , multilateral and bilateral financial institutions and other relevant institutions to provide financial and technical support to developing countries for updating the reporting of their qualitative and quantitative information and data on needs t o be considered in subsequent ndrs , as ap"
0.8126,0.198,0.0,0.802,"al amount approved by the board to usd 10 billion to support implementation of 190 adaptation and mitigation projects and programmes in 127 developing countries ; ( b ) the increase in the number of entities accredited by the board , which brings the total number of accredited entities to 112 , of w"
0.7906,0.178,0.0,0.822,ntributions to the global environment facility to contribute to a robust eighth replenishment of the global environment facility to support developing countries in impleme nting the convention and encourages additional voluntary financial contributions to the eighth replenishment of the global envir
0.2732,0.047,0.0,0.953,"cility , during its discussions on the instrument under the eighth replenishment , to continue to take into account needs and priorities of developing countries , as well as their diff erent national circumstances ; 12. requests the global environment facility to consider updating its policy on gend"
0.5859,0.105,0.0,0.895,"ent with the private sector and n etwork members ; 24. invites the climate technology centre and network to continue its efforts to support developing countries in preparing and updating technology needs assessments and technology action plans , as well as their implementation , upon request ; 25. a"
0.3182,0.149,0.088,0.764,vites the climate technology centre and network to continue providing support for enhancing the capacity of national designated entities in developing countries to enable them to fu lfil their roles ; 26. encourages developed country national designated entities to consider how they can engage in th
0.8225,0.173,0.0,0.827,climate technology centre and network to enhance its provision of support for strengthening the capacity of national designated entities in developing countries with a view to enabling them to fulf il their roles ; 19. reiterates that enhanced and sustainable financial support should be provided to
0.7096,0.129,0.0,0.871,"ontributions in the context of national development plans and sustainable recovery ; 5 9. notes that capacity gaps and needs still exist in developing countries pertaining to the implementation of the convention and the paris agreement ; 10. invites parties and relevant institutions , as appropriate"
0.4939,0.066,0.0,0.934,"of experts after 2026 , the composition of the consultative group of experts and its terms of reference , taking into account the needs of developing countries for capacity -building in relation to reporting under the unfccc and the paris agreement , with a view to recommending a draft decision on"
0.3818,0.064,0.0,0.936,"hnical expert review of biennial transparency reports ; ( c ) seek to promote sectoral , gender and geographical balance among experts from developing countries eligible to participate in technical expert reviews ; ( d ) facilitate the deve lopment and long -term sustainability of the processes for"
0.0,0.0,0.0,1.0,"enhancing the information captured in the reports of the executive committee : ( a ) the type of technical assistance provided ; ( b ) the developing countries to which technical assistance was provided and when ; ( c ) the involvement of and collaboration among stakeholders at the local , subnatio"
0.34,0.054,0.0,0.946,"tworks and experts from all regions , working at the local , subnational , national , regional and international level , including those in developing countries and those that are represented in the expert groups of the executive committee , to engage in the santiago network for averting , minimizin"
0.6597,0.124,0.0,0.876,"ion of their ongoing efforts ; “ 8 . acknowledges that the entities referred to in paragraph 7 above , particularly those that are based in developing countries , may need support , including financial support , in providing technical assistance ; “ 9 . decides that the santiago network is to have t"
-0.8576,0.0,0.235,0.765,", bodies , networks and experts , for the implementation of relevant approaches to averting , minimizing and addressing loss and damage in developing countries that are particularly vulnerable t o the adverse effects of climate change by assisting in : ( i ) identifying , prioritizing and communica"
0.7096,0.131,0.0,0.869,", bodies , networks and experts , across communities of practices , and for them to deliver effective and efficient technical assistance to developing countries ; 3 as per decision 2/ cma.2 , para . 44 . 4 as contained in the annex to document fccc/sb/2017 /1/add.1 . 5 decision 2/cp.19 , para . 5. f"
0.5729,0.155,0.087,0.758,ody at its next session or the governing bodies at their next session s ; “ 11 . requests the secretariat to continue providing support for developing countries that are particularly vulnerable to the adverse effects of climate change that may seek or wish to benefit f rom the technical assistance a
-0.8479,0.0,0.212,0.788,"hnology and capacity -building , for the implementation of relevant approaches8 to aver ting , minimizing and addressing loss and damage in developing countries that are particularly vulnerable to the adverse effects of climate change , the executive committee , on the basis of its recommendation s"
0.8176,0.187,0.0,0.813,"mstances of parties and reflects their national priorities and initiatives while building long-term capacity and expertise in developed and developing countries for implementing ace , including by promoting strong domestic enabling environments . 2. the glasgow work programme builds on work undertak"
0.2732,0.075,0.0,0.925,"broadened beyond the unfccc process as a result of the virtual format of meetings and workshops , some participants , particularly those in developing countries , continue to experience significant challenges related to internet acces s and connecti vity and the technological equipment required for"
0.8225,0.181,0.0,0.819,"climate finance flows , including in relation to article 2 , paragraph 1 ( c ) , of the paris agreement , and determination of the needs of developing countries 1 390 000 1.6 1.2 sb102 -004 full support for the technical reviews of national reports ( including redd+ ) under the mrv/transparency proc"
0.6597,0.097,0.0,0.903,"vities envisaged in the workplans of the scf , the tec and the paris committee on capa city-building 1 105 000 2 0.5 sb200 -004 support for developing countries to implement mrv and the etf , including through the work of the cge 5 919 000 4.7 1.5 sb200 -007 support for the full extent of activities"
0.9413,0.291,0.0,0.709,ents for 2022 –2023 eur p staff gs staff sb400 -003 enhanced engagement with parties and other stakeholders to strengthen the capacities of developing countries with respect to the implementation of ndcs and naps 2 060 000 0.6 1.4 sb400 -004 additional support and enhanced engagement for the develop
