Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.9022,0.272,0.0,0.728,", tn = trillion , unep fi = united nations e nvironment programme finance initiative , $ = united states dollars . d. recommendations 37. the scf invites the cop to consider the following recommendations : ( a ) invite parties , the ad hoc working group on the paris agreement , the subsidiary body"
0.6597,0.109,0.0,0.891,"rt of the standing committee on finance to the twenty -second session of the conference of the parties and in particular annex vii thereto ; 1 3. invites members of the standing committee on finance , parties , the constituted bodies under the convention and external stakeholders to submit , by 9 m"
0.7269,0.154,0.0,0.846,"ties to engage with the private sector , including local actors , on adaptation action at the national , regional and inter national levels ; 12. invites national designated authorities and focal points to utilize the readiness and preparatory support programme , and to collaborate with accredited"
0.2732,0.132,0.097,0.771,"13. reiterates its request4 to the board to agree on the arrangements for the first formal replenishment process of the green climate fund ; 14. invites parties to submit via the submission po rtal5 annually , no later than 10 weeks prior to each session of the conference of the parties , their vi"
0.9325,0.308,0.0,0.692,"ironment facility trust fund in order to continue to increase the effectiveness of its operations ; 2. calls upon developed country parties , and invites other parties that make voluntary financial contributions to the globa l environment facility , to ensure a robust seventh replenishment , in ord"
0.7269,0.152,0.04,0.807,"ot and encourages further expansion of the pilot with a view to increasing the leverage and impact of global environment facility financing ; 20. invites parties to submit via the submission portal9 annually , no later than 10 weeks prior to each session of the conference of the parties , their vie"
0.7964,0.172,0.0,0.828,"review of the financial mechanism , with a view to the review being finalized by the conference of the parties at its twenty -third session ; 3. invites parties , observers and other interested international organizations , stakeholders and non -governmental organiz ations involved in the activiti"
0.7506,0.163,0.0,0.837,dertaking collaborative research and development for enabling developing country parties to enhance their mitigation and adaptation action ; 2 6. invites green climate fund national designated authorities and focal points to use the support available to them under the readiness and preparatory supp
0.7506,0.175,0.0,0.825,"readiness and preparatory support programme to , inter alia , conduct technology need s assessments and develop technology action plans ; 7. also invites developing country parties to develop and submit technology -related projects , including those resulting from technology needs assessments and f"
0.3182,0.054,0.0,0.946,"t of relevant stakeholders as they undertake actions to strengthen the linkages between the technology mechanism and the financial mechanism ; 9. invites the technology executive committee , the climate technology centre and network and the operating entities of the financial mechanism to provide i"
0.6705,0.105,0.0,0.895,rt on the outcome of this work in their joi nt annual report to the conference of the parties at its twenty -third session ( november 2017 ) ; 6. invites the technology executive committee and the climate technology centre and network to include information in the respective chapters of their futur
0.6369,0.152,0.034,0.814,"merging and cross -cutting issues ; innovation and research , development and demonstration ; mitigation ; and technolo gy needs assessments ; 8. invites parties and all relevant stakeholders working on technology development and transfer to consider the key messages of the technology executive com"
0.4588,0.064,0.0,0.936,between national designated authorities for the green climate fund and national designated entities for technology development and transfer ; 17. invites the climat e technology centre and network to include the outcomes of the engagement referred to in paragraphs 15 and 16 above in its annual repo
0.6808,0.123,0.0,0.877,"hance capacity -building efforts , including with regard to coherence and coordination in capacity -building activities under the convention ; 3. invites parties to consider how to enhance existing reporti ng on the impacts of capacity -building activities , good practices and lessons learned and o"
-0.128,0.0,0.038,0.962,"back into relevant processes to enhance the implementation of capacity -building activities ; 1 fccc/tp/2016/1 . fccc/cp/2016/ 10/add.2 8 4. also invites the paris committee on capacity -building , in managing the 2016 –2020 workplan : ( a ) to take into consideration cross -cutting issues such as"
0.8591,0.216,0.0,0.784,"under the convention and the paris agreement as well as existing reporting mandates , in order to achieve coherence and coordination ; 5. further invites parties to foster networking and enhance their collaboration with academia and research centres , with a view to promoting individual , instituti"
0.3612,0.06,0.0,0.94,"res , with a view to promoting individual , institutional and systemic capacity -building through educati on , training and public awareness ; 6. invites the subsidiary body for implementation to facilitate complementarity between the durban forum and the paris committee on capacity -building ; 7."
0.8225,0.173,0.0,0.827,"subsidiary body for implementation to facilitate complementarity between the durban forum and the paris committee on capacity -building ; 7. also invites parties to cooperate in order to enhance the capacity of developing country parties to implement the convention and the paris agreement , and fur"
0.9186,0.269,0.0,0.731,"ies to cooperate in order to enhance the capacity of developing country parties to implement the convention and the paris agreement , and further invites developed country parties to enhance support for capacity -building actions in developing country parties ; 8. further i nvites relevant intergov"
0.8225,0.215,0.0,0.785,"s , to continue incorporating into their work programmes the scope of needs referred to in paragraph 1 above as contained in decision 2/cp.7 ; 9. invites united nations agencies , multilateral organizations and relevant admitted observer organizations engaged in providing capacity -building support"
0.7964,0.159,0.0,0.841,"-building support to developing countries to provide information to the secretariat to be uploaded on the capacity -building portal ; 2 10. also invites parties to submit , by 9 march 2017 , their views on potential topics for the 6th meeting of the durban forum ; 3 11. further invites parties to"
0.6597,0.103,0.0,0.897,"2 10. also invites parties to submit , by 9 march 2017 , their views on potential topics for the 6th meeting of the durban forum ; 3 11. further invites parties to submit , by 9 march 2017 , their views on the fourth review of the implementation of the framework for cap acity -building in countrie"
0.4019,0.06,0.0,0.94,"ate sector , state and local governme nts and youth to continue to implement policies and activities pursuant to article 6 of the convention ; 5. invites parties to enhance cross -sectoral coordination among all ministries dealing with climate change and ministries with responsibilities for educati"
0.0,0.0,0.0,1.0,"ies of subsequent session s to hold similar thematic events related to article 6 of the convention to that referred to in paragraph 8 above ; 10. invites multilateral and bilateral institutions and organizations , including operating entities of the financial mechanism , to provide , or to continue"
0.8074,0.179,0.0,0.821,"countries and small island developing states , in order to support activities related to the implementation of article 6 of the convention ; 12. invites relevant international organizations , including united nations organizations , such as the members of the united nations alliance on climate cha"
0.6705,0.118,0.0,0.882,"wards the full implementation of the implementation plan and to consider what actions they can take to contribute towards its implementation ; 7. invites united nations agencies and interna tional organizations to support the full implementation of the implementation plan , as appropriate ; 8. emph"
0.6597,0.109,0.0,0.891,"30 below and to undertake , at the twenty -fifth session of the conference of the parties ( november 2019 ) , a review of the work programme ; 7. invites parties to continue to assist : ( a ) training and awareness -raising for female and male delegates o n issues related to gender balance and clim"
0.7096,0.147,0.0,0.853,"in unfccc meetings through training on , inter alia , negotiation skills , the drafting of legal documents and strateg ic communication ; 8. also invites parties and relevant organizations to continue to assist the activities referred to in paragraph 7 above , with a special focus on training and c"
0.7717,0.161,0.0,0.839,"and capacity -building efforts referred to in paragraphs 7 and 8 above , inter alia , in conjunction with sessions of the subsidiary bodies ; 10. invites parties to increase the representation and active participation of women in the bodies established under the convention ; 11. decides that annual"
0.4019,0.063,0.0,0.937,"e organization of the technical expert meetings on mitigation and adaptation , in accordance with decision 1/cp.21 , paragraphs 111 and 129 ; 17. invites parties to mainstream a gender perspective in the enhancement of climate techn ology development and transfer ; 18. requests the secretariat , if"
0.886,0.231,0.0,0.769,"ctive annual reports t o the conference of the parties information on the integration of gender considerations in all aspects of their work ; 22. invites parties to appoint and provide support for a national gender focal point for climate negotiations , implementation and monitoring ; 23. encourage"
0.8979,0.249,0.0,0.751,to maintain and regularly update its web pages7 for sharing information on women ’ s participation and on gender -responsive climate policy ; 26. invites parties and non -party stakeholders to share information on their work related to integrating a gender perspective in the activities and work und
0.6705,0.126,0.0,0.874,"ponsible and key actors and indicative resource requirements for each activity , and further elaborate its process of review and monitoring ; 28. invites parties , members of constituted bodies , united nations organizations , observers and other stakeholders to consult through meetings , prior to"
0.4215,0.079,0.0,0.921,"10/add.2 20 paragraph 27 above fo r consideration by the subsidiary body for implementation at its forty -seventh session ( november 2017 ) ; 30. invites submissions from parties , observers and other stakeholders , by 25 january 2017 , on their views on the matters to be addressed at the in -sessi"
0.6249,0.113,0.0,0.887,. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources ; 33. invites parties and relevant organizations to participate and engage in implementing gender -related activities within the work programme . 9th plenary m
0.4019,0.051,0.0,0.949,the president to be elected at the sessions to be held from 11 to 22 november 2019 would come from the latin american and caribbean states ; 13. invites parties to undertake further consultations on the hosting of the sess ions referred to in paragraph 12 above ; 14. requests the subsidiary body f
0.8271,0.174,0.0,0.826,"on climate change special report on global warming of 1.5 °c in response to the invitation from parties in decision 1/cp.21 , paragraph 21 ; 27. invites parties to make use of the information contain ed in the report referred to in paragraph 25 above in their discussions under all relevant agenda"
0.8591,0.212,0.0,0.788,"hanced ambition ; 36. recognizes the efforts and actions that parties and non -party stakeholders are undertaking to enhance climate action ; 37. invites parties to consider the outcome , inputs and outputs of the talanoa dialogue in preparing their nationally determined contributions and in their"
0.8074,0.165,0.0,0.835,", the facilitative working group shall elect a replacement to complete that term of office , in accordan ce with paragraphs 9 and 10 above ; 13. invites parties to promote the engagement of local communities in the local communities and indigenous peoples platform with a view to enhancing their pa"
0.4019,0.06,0.0,0.94,"nce with decisions 36/cp.7 , 23/cp.18 and 3/cp.23 ; 15. decides that the facilitative working group shall operate on the basis of consensus ; 16. invites parties , local communities and indigenous peoples to take into consideration the local communities and indigenous peoples platform and its funct"
0.4019,0.057,0.0,0.943,"ee functions of the platform,1 at each session of the subsidiary body for scientific and technological advice until the workplan is adopted , and invites parties , observers and other stakeholders to submit their views on possible activities via the submission portal2 by 28 february 2019 ; 24. requ"
0.7964,0.165,0.0,0.835,"requests that the actions of the secretariat called for in this dec ision be undertaken subject to the availability of financial resources ; 33. invites interested parties and organizations to provide financial and technical support , as appropriate , for the implementation of the functions of the"
0.7184,0.12,0.0,0.88,"rdance with decision 3/cp.19 ; 8. notes with appreciation the summary report3 on the 2018 in -session workshop on long-term climate finance , and invites parties and relevant institutions to consider the key messages the rein ; 9. decides that the in -session workshops on long -term climate finance"
0.7184,0.15,0.0,0.85,n the 2018 biennial assessment and overview of climate finance flows technical report . fccc/cp/2018/10/add.1 27 iv . recommendations 51. the scf invites the cop to consider the following recommendations : chapter i ( methodologies ) ( a ) request developed country parties and encourage developing
0.6597,0.141,0.041,0.818,"t of funds to already approved projects as a key element of the green climate fund ’ s operations in line with agreed disbursement schedules ; 9. invites parties to submit to the secretariat via the s ubmission portal,8 no later than 10 weeks prior to the twenty -fifth session of the conference of"
0.6597,0.112,0.0,0.888,"ity , in line with priorities of support as contained in the programming directions of the capacity -building initiative for transparency ; 5 13. invites the global environment facility to enhance the information in its reports to the conference of the parties on the outcomes of the collaboration b"
-0.6908,0.053,0.184,0.763,"against unwanted sexual advances , preventing inappropriate behaviour a nd abuse of power and providing guidelines for reporting incidents ; 19. invites parties to submit to the secretariat via the submission portal,7 no later than 10 weeks prior to the twenty -fifth session of the conference of t"
0.875,0.22,0.0,0.78,ue coordinating support related to the process to formulate and implement national adaptation plans and to continue sharing lessons learned ; 23. invites parties to continue providing information on progress towards the achievement of the objectives of the process to formulate and implement nationa
0.8925,0.252,0.025,0.723,"and to ensure that such approaches ar e not mutually exclusive but rather are complementary , allowing for synergy in enhancing resilience ; 11. invites relevant institutions under the convention and non -party stakeholders to strengthen support ( financial , technical , technological and capacity"
0.6908,0.179,0.045,0.776,"ment fccc/sb/2012/3 , annex ii . 3 see http : //tep -a.org . 4 fccc/tp/2018/3 . 5 see document fccc/tp/2016/2 . fccc/cp/2018/10/add.1 39 12. also invites parties and interested organizations to share case studies of initiatives that focus on ecosystems and adaptation planning for vulnerable communi"
0.4767,0.107,0.041,0.853,"k programme on impacts , vulnerability and adaptation to climate change with a view to enhancing the translation of knowledge into practice ; 14. invites parties and relevant entities working on nation al adaptation goals and indicators to strengthen linkages with the monitoring systems of the sust"
0.8271,0.182,0.0,0.818,"eciation the work undertaken by the organ izations6 comprising the task force on displacement in response to decision 1/cp.21 , paragraph 49 ; 3. invites parties , bodies under the convention and the paris agreement , united nations agencies and relevant stakeholders to consider the recommendations"
0.7184,0.178,0.083,0.739,of groups vulnerable to the adverse impacts of climate change when implementing its five -year rolling workplan ; 6. also encourages parties and invites relevant organizations to make avail able sufficient resources for the successful and timely implementation of the five -year rolling workplan of
0.0,0.0,0.0,1.0,"ghth sessions of the subsidiary bodies under the guidance of the executive committee and the chair of the subsidiary body for implementation ; 8. invites relevant organizations and other stakeholders to collaborate with the executive committee , including through partnerships , in developing and di"
0.4019,0.066,0.0,0.934,"executive committee to the secretariat in determining the scope of the technical paper referred to in decision 4/cp.22 , paragraph 2 ( f ) ; 10. invites parties : ( a ) to consider developing policies , plans and strategies , as appropriate , and to facilitate coordinated action and the monitoring"
0.4019,0.057,0.0,0.943,"cides that the consultative group of experts , in fulfilling its mandate , shall function in accordance with decision 19/cp.19 and its annex ; 3. invites a representative of parties not included in annex i to the convention that are not represented by the consti tuencies referred to in decision 3/c"
0.6705,0.126,0.0,0.874,"e technology centre and network has undertaken initial efforts in response to the relevant recommendations referred to in paragrap h 1 above ; 3. invites parties , national designated entities and the united nations environment programme as host of the climate technology centre , in collaboration w"
0.0,0.0,0.0,1.0,ed to in paragraph 1 above when implementing their further activities relevant to the work of the climate technology centre and network ; 4. also invites the operating entities o f the financial mechanism to consider implementing the relevant recommendations referred to in paragraph 1 above when im
0.8225,0.173,0.0,0.827,to in paragraph 1 above when implementing their further activities relevant to the work of the climate technology centre and network ; 5. further invites parties and the c limate technology centre and network to enhance the provision of support for strengthening the capacity of national designated
0.6705,0.124,0.0,0.876,"de information on tracking of progress and on methodologies used ; i. activities and performance of the technology executive committee in 2018 8. invites parties and all relevant stakeholders working on technology development and transfer , when implementing climate technology action , to consider"
0.296,0.071,0.0,0.929,"echnologies , and technology needs assessments , all of which are contained in the joint annual report referred to in paragraph 1 above ; 9. also invites the technology executive committee to continue enhancing its communication and outreach strategy with a view to expanding the reach of its output"
0.7906,0.167,0.0,0.833,"the fund , and notes with appreciation the support provided by the fund for readiness requests submitted by national designated authorities ; 4. invites the climate technology centre and network and the green climate fund to continue enhancing collaboration , wherein the services and expertise of"
0.6597,0.119,0.0,0.881,"ent facility and the green climate fund through projects and programmes , including for projects resulting from technology needs assessments ; 6. invites developing country parties to seek support from the climate technolo gy centre and network to develop and submit technology -related projects , i"
0.4215,0.061,0.0,0.939,", to the operating entities of the financial mechanism for implementation , in accordance with their respective policies and processes ; 7. also invites the climate technology centre and network to consult with the green climate fund and the global environment facility to identify ways to enhance"
0.8074,0.183,0.0,0.817,"nual technical progress report of the paris committee on capacity - building for 2018,1 taking note of the recommendations contained therein ; 2. invites parties , the operating entities of the financial mechanism , the constituted bodies under the convention , united nations organizations , observ"
0.7964,0.165,0.0,0.835,"mmittee on capacity -building with non - party stakeholders , including through its capacity -building hub and the use of social media tools ; 4. invites parties and relevant institutions to provide support and resources to the paris committee on capacity -building in implementing its rolling workp"
0.0258,0.022,0.0,0.978,"ement ; 2. acknowledges the request of the government of chile to review the planned dates of the sessions referred to in paragraph 1 above , and invites the executive secretary to conduct consultations on the matter and to inform the bureau of the outcome of the consultations ; 3. invites the bure"
0.0258,0.022,0.0,0.978,"ve , and invites the executive secretary to conduct consultations on the matter and to inform the bureau of the outcome of the consultations ; 3. invites the bureau to decide on the dates of the sessi ons ; 4. requests the executive secretary to continue consultations with the government of chile a"
0.8834,0.201,0.0,0.799,conference of the parties serving as the meeting of the parties to the paris agreement would come from the western european and other states ; 7. invites parties to undertake further consultat ions on the hosting of the sessions referred to in paragraph 6 above ; 8. requests the subsidiary body for
0.9509,0.309,0.0,0.691,"eflect the best available science , and encourages parties to continue to support the work of the intergovernmental pane l on climate change ; 7. invites parties to make use of the information contained in the special reports referred to in paragraph 6 above in their discussions under all relevant"
0.8689,0.213,0.0,0.787,"s twenty -sixth session ( november 2020 ) , a round table among parties and non -party stakeholders on pre-2020 implementation and ambition ; 20. invites parties and non -party stakeholders to submit inputs via the submission portal4 by september 2020 to inform the round table referred to in paragr"
0.8225,0.167,0.0,0.833,"the kyoto protocol and the paris agreement , including those carried out under the subsidiary body for scientific and technological advice ; 33. invites parties a nd non -party stakeholders to submit inputs via the submission portal by 31 march 2020 to inform the dialogue s referred to in paragrap"
0.6705,0.109,0.0,0.891,di es to continue to include in their regular reports information on progress towards integrating a gender perspective into their processes ; 13. invites parties to submit information on efforts and steps taken to implement the enhanced lima work programme on gend er and its gender action plan in t
0.6705,0.111,0.0,0.889,"nhanced lima work programme on gend er and its gender action plan in their national reporting under the unfccc process , as applicable ; 14. also invites relevant public and private entities to increase the gender -responsiveness of climate finance with a view to strengthening the capacity of women"
0.9349,0.299,0.0,0.701,"ty and the empowerment of women to strengthen the integration of gender considerations within the organization an d work of the secretariat ; 16. invites parties to provide support for developing country parties to address gender - related action under the convention and the paris agreement , inclu"
0.0,0.0,0.0,1.0,to the process to formulate and implement national adaptation plans identified in undertaking their mandated work and on how to address them ; 4. invites constituted bodies and other organizations to provide informat ion to the adaptation committee and the least developed countries expert group on
0.802,0.181,0.0,0.819,"ing countries to advance their work in the process to formulat e and implement national adaptation plans ; 7. urges developed country parties and invites other parties that provide resources on a voluntary basis , united nations organizations , specialized agencies and other relevant organizations"
0.5719,0.103,0.0,0.897,"t programme for the formulation of national adaptation plans , particularly relating to the application and review of proposals for funding ; 10. invites delivery pa rtners of the green climate fund readiness and preparatory support programme for the formulation of national adaptation plans to stre"
0.8074,0.168,0.0,0.832,"al technical progress report of the paris committee on capacity - building for 20191 and takes note of the recommendations contained therein ; 2. invites parties , as appropriate , the operating entities of the fin ancial mechanism , the constit uted bodies under the convention , united nations org"
0.875,0.216,0.0,0.784,"kplan and on the progress , outcomes , im pacts and effectiveness of the activities in its workplan in its annual technical progress report ; 18. invites parties and relevant institutions , as appropriate , to provide support and resources to the paris committee on capacity -building for implementi"
0.6369,0.115,0.0,0.885,"has been made , gaps and needs remain in addressing the priority issues identified in the capacity -building framework under the convention ; 7. invites parties to foster networking and enhance their collaboration with academia and research centres with a view to promoting individual , institution"
0.7096,0.121,0.0,0.879,"ance the implementation of capacity -building activities , including through the durban forum and the paris committee on capacity -building ; 12. invites parties to cooperate in ord er to enhance the capacity of developing countries to implement the convention and the paris agreement , and also inv"
0.8834,0.216,0.0,0.784,"tes parties to cooperate in ord er to enhance the capacity of developing countries to implement the convention and the paris agreement , and also invites parties , as appropriate , and other stakeholders to continue to provide support for capacity -building action s in developing countries ; 13. co"
0.5423,0.13,0.0,0.87,". underscores the important contribution of the standing committee on finance in relation to the operational definitions of climate finance , and invites parties to su bmit via the 1 fccc/cp/2019/10−fccc/pa/cma/2019/3 . 2 fccc/cp/2019/10−fccc/pa/cma/2019/3 , annex v. 3 fccc/cp/2019/10−fccc/pa/cma/2"
0.4215,0.078,0.0,0.922,xth session ( november 2020 ) ; 10. decides to continue its consideration of th e matter in paragraph 9 above at its twenty - sixth session ; 11. invites parties to submit to the secretariat their views and recommendations on elements to be taken into account in developing guidance for the board vi
0.6597,0.114,0.0,0.886,"and transfer at different stages of the technology cycle and achieving a balance between support for mitigation and support for adaptation ; 21. invites the board of the green cli mate fund to continue providing financial resources for activities relevant to averting , minimizing and addressing lo"
0.8271,0.172,0.0,0.828,"amounting to usd 3.3 million , and encourages additional voluntary financial contributions to these funds to provide support for adapt ation ; 4. invites the global environment facility to continue its efforts to minimize the time between the approval of pr oject concepts , the development and appr"
-0.5423,0.0,0.075,0.925,"hnology actions prioritized by countries in their technology needs assessments , within the scope of its mandate and operational modali ties ; 8. invites the global environment facility to consider : ( a ) exploring ways to include in the fourth phase of the global project on technology needs ass e"
0.0,0.0,0.0,1.0,"ed evaluation of the poznan strategic programme on technology transfer,9 within the scope of its mandate and its operational modalities ; 9. also invites the global environment facility , in accordance with its existing mandates and in collaboration with the green climate fund , to report on lesson"
0.5719,0.115,0.043,0.841,"d subsequent biennial transparency reports in accordance with article 13 , paragraph s 14–15 , of the paris agreement and decision 18/cma.1 ; 14. invites parties to submit to the secretariat via the submission portal,11 no later than 10 weeks prior to the twenty -sixth session of the con ference of"
0.6486,0.108,0.0,0.892,"te chnology executive committee and the advisory board of the climate technology centre and network and regio nal technical expert meetings , and invites them to enhance their collaboration and to ensure the provision of feedback b etween them ; 3. further welcomes the coherent approach of the tech"
0.7845,0.162,0.0,0.838,nd encourages them to use these systems to improve reporting on the outputs and impacts of their work and facilitate the achievement thereof ; 4. invites the technology executive committee and the climate technology centre and network to continue undertaking joint communication and outreach activit
0.875,0.25,0.0,0.75,"areas of innovation , implementation , enabling environment and capacity -building , collaboration and stakeholder engagement , and support ; 7. invites parties and relevant stakeholders , in planning and implementing action related to technology development and transfer , to consider and build on"
0.0,0.0,0.0,1.0,the participation of representatives of the technology executive committee in regional forums of the climate technology centre and network ; 11. invites the technology executive committee to continue the efforts referred to in paragraph 10 above to enhance the visibility of and seek feedback on it
0.4404,0.066,0.0,0.934,"e private sector , in implementi ng their activities , and requests the climate technology centre and network to enhance this collaboration ; 19. invites the climate technology centre and network to enhance engagem ent with network members , including through new and innovative approaches , and to"
0.8074,0.172,0.0,0.828,"united nations environment programme regarding the hosting of the climate technology centre , as contained in annex i to decision 14/cp.18 , and invites the united nations env ironment programme , as the host of the climate technology centre , to develop and implement plans to financially support"
0.6597,0.114,0.0,0.886,"d to prepare a draft decision for consideration and adoption at the twenty -sixth session of the conference of the parties ( november 2020 ) ; 2. invites parties , observer organizations and other stakeho lders to submit , via the submission portal1 by 15 february 2020 , information on steps taken"
0.8316,0.173,0.0,0.827,"mmendations and views on future work to enhance the implementation of article 6 of the convention and article 12 of the paris agreement ; 3. also invites united n ations organizations , in particular the members of the united nations alliance on climate change education , training and public awaren"
0.4019,0.052,0.0,0.948,"dations and views on future work to enhance the implementation of article 6 of the convention and article 12 of the paris ag reement ; 4. further invites parties and observer organizations to submit via the submission portal by 15 february 2020 , their views on the agenda for the 8th in-session dia"
0.8834,0.201,0.0,0.799,th s ession of the conference of the parties serving as the meeting of the parties to the paris agreement would come from the african states ; 6. invites parties to undertake further consultations on the hosting of the sessions referred to in paragraph 5 above ; 7. requests the subsidiary body for
0.7717,0.143,0.0,0.857,"s contained in the annex ; 8. notes that the indica tive scale of contributions covers 90 per cent of the contributions specified in table 1 ; 9. invites the conferenc e of the parties serving as the meeting of the parties to the kyoto protocol , at its fifteenth session , to endorse the elements o"
0.6249,0.098,0.0,0.902,"the kyoto protocol , at its fifteenth session , to endorse the elements of the recommen ded budget as it applies to the kyoto protocol ; 10. also invites the united nations general assembly to decide , at its seventy -fourth session , on the issue of meeting the conference services expenses from it"
0.7667,0.137,0.0,0.863,"rties that have not made contribution s in full to the core budget for the current and/or previous bienniums to do so without further delay ; 16. invites all parties to the convention to note that each party shall , prior to 1 january of each year , inform the secretariat of the contribution it int"
0.9118,0.227,0.0,0.773,e of the funding estimates for the trust fund for participation in the unfccc process specifie d by the executive secretary ( see table 4 ) ; 18. invites parties to make contributions to the trust fund for participation in the unfccc process ; 19. takes note of the funding estimates for the trust f
0.7184,0.13,0.0,0.87,"ust fund for supplementary activities specified by the executive secr etary ( eur 63 ,542,327 for the biennium 2 020–2021 ) ( see table 5 ) ; 20. invites parties to make contributions to the trust fund for supplementary activities with a view to enabling the implementation of activities envisaged u"
0.7506,0.159,0.0,0.841,"ping countries to address climate change , 7 decision 1/cp.26 , para . 19. fccc/cp/2022/10/add.1 5 welcomes the pledges made to the two funds and invites developed countries to further contribute to the two funds ; 24. emphasizes the importance of protecting , conserving and restoring water and wat"
0.0772,0.06,0.053,0.887,"everyone on earth through universal coverage of early warning systems against extreme weather and cl imate change within the next five years and invites development partners , international financial institutions and the operating entities of the financial mechanism to provide support for implemen"
0.875,0.216,0.0,0.784,"r k,15 for 2023– 2027 , which will facilitate the transformational change needed to achieve the goals of the convention and the paris agreement , invites parties and stakeholders to cooperate and engage with the technology executive committee and the climate technology centre and network to support"
0.6597,0.112,0.0,0.888,"ng by fully implementing the lima work programme on gender and its gender action plan , to raise climate ambition and achieve climate goals ; 58. invites parties to provide support to developing countries for undertaking gender - related action and implementing the gender action plan ; 59. recogniz"
0.7845,0.172,0.0,0.828,"transparency and accountability related to , and progress in achieving , the climate pledges of businesses , investors , cities and regions ; 65. invites the secretariat to ensure greater accountability of voluntary initiatives through the non- state actor zone for climate action platform ; 22 66."
0.4019,0.062,0.0,0.938,"lusions of the subsidiary bodies referred to in paragraph 2 above in implementing their actions and workplans , according to their mandates ; 12. invites parties to consider policies , actions and measures relevant to implementing the conclusions referred to in paragraph 2 above ; 13. also invites"
0.8834,0.229,0.0,0.771,"invites parties to consider policies , actions and measures relevant to implementing the conclusions referred to in paragraph 2 above ; 13. also invites the current and future presidencies of the conference of the parties , high- level champions and other actors , when promoting climate initiative"
0.7717,0.149,0.0,0.851,s and policies for increasing opportunities for implementation of climate action to address issues related to agriculture and food security ; 17. invites parties and observers to submit by 27 march 2023 via the submission portal 8 views on the elements of the joint work referred to in paragraphs 14
0.4019,0.055,0.0,0.945,"ops referred to in paragraph 15 ( b ) above , for consideration by the subsidiary bodies at their fifty -eighth sessions ( june 2023 ) ; 18. also invites parties and observers to submit by 27 march 2023 via the submission portal views on the operationalization of the portal referred to in paragraph"
0.6705,0.121,0.0,0.879,"lization of the portal referred to in paragraph 16 above for consideration by the subsidiary bodies at their fifty- eighth sessions ; 19. further invites parties , united nations organizations and other relevant institutions , agencies and entities , the research community , the private sector , ci"
0.0,0.0,0.0,1.0,"formulation and implementation of national adaptation plans , particularly in relation to the submission and review of proposals for funding ; 5. invites the adaptation committee and the least developed countries expert group , in line with their mandates , to continue formulating recommendations o"
0.4215,0.062,0.0,0.938,", which could be held in conjunction with the nap expo , the adaptation forum or other events outlined in their respective work programmes ; 10. invites other unfccc constituted bodies and relevant organizations to provide information to the adaptation committee and the least developed countries e"
0.7478,0.152,0.0,0.848,"it does not have a potential conflict of interest in the selection process , including by applying appropriate safeguards and procedures ; “ 20 . invites the executive committee to designate four of its members , the climate technology centre and network advisory board and the paris committee on ca"
0.5859,0.115,0.0,0.885,") above , to consider the proposals , ensuring that there is a balanced representation of developed and developing country parties ; “ 21 . also invites the panel to consult , as appropriate , with other constituted bodies with relevant expertise , including in particular the adaptation committee"
0.7003,0.119,0.0,0.881,"ommending it for consideration and approval by the governing body or bodies at their session ( s ) to be held in november –december 2023 ; “ 25 . invites parties to inform the santiago network secretariat of their liaison to the santiago network secretariat , as appropriate for their national circu"
0.8481,0.212,0.0,0.788,"ing the committee ’ s operational definition of climate finance , as appropriate , and supporting parties in their national reporting efforts and invites parties and external stakeholders to make further submissions thereon via the submission portal5 by 30 april 2023 ; 12. notes the report prepared"
-0.296,0.0,0.049,0.951,a ( available at https : //unfccc.int/ba -2018 ) . no recommendations were included in the fourth ( 2020 ) ba . iii . recommendations 34. the scf invites the cop and the cma to consider the recommendations presented in chapter iii.a –c below . the three sets of recommendations relate to chapter ii.
0.8689,0.201,0.0,0.799,"e of the parties and the conference of the parties serving as the meeting of the parties to the paris agreement,2 in particular its annex ii ; 3. invites members of the standing committee on f inance , parties , unfccc constituted bodies and external stakeholders to submit via the submission portal"
0.8225,0.163,0.0,0.837,"d the submissions referred to in paragraph 3 above , for consideration by the subsidiary body for implementation at its fifty -ninth session ; 7. invites the conference of the parties serving as the meeting of the parties to th e paris agreement to affirm this decision , including the terms of refe"
0.0516,0.056,0.052,0.892,"e board to continue to address the needs of developing countries that are particularly vulne rable to the adverse effects of climate change ; 15. invites the board to enhance support for the least developed countries , small island developing states and other developing countries in developing proj"
0.4588,0.162,0.074,0.764,"deforestation and forest degradation , conserving forest carbon stocks , sustainably managing forests and enhancing forest carbon stocks ; 4 17. invites the board to support t he comprehensive implementation of the fund ’ s private sector strategy and in this context support the fund ’ s engagemen"
0.0,0.0,0.0,1.0,a . 1 ( b ) ( iii ) . fccc/cp/2022/10/add.2 26 18. requests the board to consider enhancing ambition in the next version of its gender policy and invites the board to take into account the implementation of the enhanced lima work programme and its gender action plan within its existing guidance ; 1
0.128,0.058,0.047,0.896,e working group of the local communities and indigenous peoples platform and the international indigenous peoples ’ forum on climate change ; 21. invites parties to submit to the secretariat views and recommendations on elements of guidance for the green climate fund via the submission portal5 no l
0.6808,0.15,0.042,0.808,sure that its policies and procedures related to the consideration and review of funding proposals are duly followed in an efficient manner ; 19. invites parties to submit their views and recommendations on elements of guidance for the global environment facility via the submission portal8 no later
